지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2010-07-15,26,22.7,423,30,1353,,,4.4,290,1653,2.1,67.8,22.3,1001.4,1011.1,5.6,28.3
108,서울,2010-07-16,23.7,21.6,1650,27.7,947,12.28,57,4.1,70,1542,2,83.4,24.2,1001,1010.7,9.6,26.4
108,서울,2010-07-17,23.2,22.1,1042,24.2,846,20.42,89.5,6.5,230,1317,2.6,89.8,25.4,1002.5,1012.2,10,25.1
108,서울,2010-07-18,25.9,23.1,8,29.1,1450,2.67,2,7.9,230,1530,3.8,74,24.5,1001.9,1011.6,9.1,27.3
108,서울,2010-07-19,26.7,25,737,30.1,1546,.6,0,6.8,270,1610,3.9,73.3,25.5,1003.6,1013.3,7.6,25.9
108,서울,2010-07-20,28.2,24.1,429,32.3,1443,,,4.9,230,1429,2.3,68.1,25.6,1003.4,1013,6.4,29
108,서울,2010-07-21,27.8,26.3,2350,29.7,1309,.17,0,7.1,250,1804,3.6,68.5,25.5,1002.5,1012.1,8.3,27
108,서울,2010-07-22,27.1,25.9,2344,29.6,1230,.5,.5,7.5,250,1321,4.7,74.3,26.5,1002.7,1012.4,8.9,28.4
108,서울,2010-07-23,24.4,23,1022,25.9,0,6.58,4.5,6,250,314,2.6,84,25.7,1002.2,1012,10,24.7
108,서울,2010-07-24,25.6,23.6,624,29.3,1544,1.42,1,3.5,230,601,2,80,26,1004.1,1013.8,8.6,26.4
108,서울,2010-07-25,26,23.5,707,30,1525,.25,.5,5.1,250,1705,2.7,77.6,25.9,1005.1,1014.8,7.1,27.6
108,서울,2010-07-26,25.4,23,737,28.6,1415,5.58,16.5,5.7,290,1358,2.9,80.4,25.9,1004.2,1014,8.5,26.4
108,서울,2010-07-27,26.9,24.4,452,30.8,1528,,,6.2,230,1339,2.8,69.4,24.2,1001.6,1011.3,5,27.8
108,서울,2010-07-28,27,23.7,325,31.2,1241,,,4.5,140,1353,2.2,69.6,24.6,993.5,1003.1,5.9,27.1
108,서울,2010-07-29,26.8,24.7,459,30.6,1343,4.08,.5,5.1,290,1606,2.3,75.5,26.4,990.3,999.9,8.6,28.4
108,서울,2010-07-30,27,25.1,155,30.8,1552,.42,.1,5.1,230,1139,2.7,74.9,26.6,994.2,1003.8,9.5,26.6
108,서울,2010-07-31,27,24.9,551,30.1,1650,,,5.6,230,1857,3.6,77.3,27.5,995.5,1005.1,9,28.3
108,서울,2010-08-01,27.5,26.1,553,31,1521,.25,0,5.6,200,608,3.5,78.5,28.6,996.8,1006.4,9,30.1
108,서울,2010-08-02,27.3,25.4,733,31.8,1651,6.83,25,5.2,200,457,2.3,77.3,27.4,996,1005.6,6.5,28.7
108,서울,2010-08-03,27.6,24,557,32.1,1603,,,3.9,270,1221,1.8,59.4,21.2,996,1005.6,5,29.7
108,서울,2010-08-04,28.1,25.8,451,31.9,1309,2.17,16.5,4.2,230,1355,1.4,72.1,27.5,998.3,1007.9,7.8,28
108,서울,2010-08-05,29.2,26,524,33.8,1304,.52,.5,6,230,1341,2.9,74.5,29.7,1001.6,1011.2,7.3,30.3
108,서울,2010-08-06,28.3,26.3,2159,31,1235,3.42,3.5,7.6,230,1242,3.8,76.3,29.2,1004.7,1014.3,8.4,30.5
108,서울,2010-08-07,26.2,24.3,728,28.2,1634,12.78,83.5,6,250,1026,2.2,86.4,29.2,1003.8,1013.6,9.4,27.3
108,서울,2010-08-08,27.3,24,519,31.6,1413,,,5.8,290,1744,2,70.5,25.1,1000.8,1010.4,5.6,29
108,서울,2010-08-09,28.6,24.1,525,33.3,1430,,,4.2,270,1818,1.9,62.9,24.3,998.8,1008.3,5,30.9
108,서울,2010-08-10,26.5,24.9,2108,29.8,1543,6.47,24.5,5.7,160,959,2.2,82.4,28.3,997.7,1007.3,8.9,27.3
108,서울,2010-08-11,28.2,25,6,32.7,1741,.63,2.5,5,50,834,2.6,73.9,28,991.6,1001.1,7.3,29.5
108,서울,2010-08-12,23.7,21.7,2325,26.7,0,9.43,5.5,4.4,200,830,3,78.6,22.9,994.6,1004.3,9.3,23.9
108,서울,2010-08-13,26,21.5,48,29.6,1649,6.42,62,4.8,200,1707,2.1,85.9,28.5,992,1001.6,8.8,26.3
108,서울,2010-08-14,26.9,25.3,513,29.1,1511,4.42,7,10.7,200,2350,2.5,84.4,29.7,993.2,1002.8,9.6,28.5
108,서울,2010-08-15,26.6,24.6,617,30.2,1444,2.83,49.5,8.6,200,204,4,80.5,27.7,995.2,1004.8,7.9,29
108,서울,2010-08-16,24.8,22.8,2303,26.7,1037,3.5,.1,5.7,230,1213,2.1,78.3,24.5,999.5,1009.2,9.8,25.9
108,서울,2010-08-17,26.3,21,450,31.8,1611,,,3.1,290,1447,1.3,65.4,21.5,1001.2,1010.9,3.3,29.6
108,서울,2010-08-18,26,22.2,526,31.2,1442,7.67,19.5,4.5,200,1735,2,81.9,27.2,1005.3,1015,7.9,27.5
108,서울,2010-08-19,28.5,24.7,208,32.9,1626,,,5,270,1917,2,72.5,27.6,1008.6,1018.3,6.1,29.9
108,서울,2010-08-20,28.6,25.5,535,32.2,1505,.42,.5,5.1,290,1625,2.1,71.9,27.7,1008,1017.7,4.5,33
108,서울,2010-08-21,28.6,25.1,607,32.1,1438,,,4.8,270,1606,2.1,69.3,26.5,1006,1015.7,2.3,32.9
108,서울,2010-08-22,28.7,25.4,546,32.5,1549,.25,.1,7.1,230,2110,3.4,69.8,26.9,1003.6,1013.2,4.8,32.6
108,서울,2010-08-23,26.4,23.7,2304,29.1,1625,7.83,21,5.7,230,2231,3.6,84.3,28.8,1002.1,1011.7,9.5,29.3
108,서울,2010-08-24,23.7,21.9,2235,25.9,1458,5.58,9.5,3.4,160,1714,1.5,85.4,24.9,1003.3,1013,9.9,25.8
108,서울,2010-08-25,21.6,19.9,741,22.5,146,17.33,50.5,5,50,1414,2.8,89,22.8,1002.9,1012.8,10,22.7
108,서울,2010-08-26,24,21.1,51,26.7,1620,9.08,10,4.4,50,1621,2.7,87.4,25.9,1002.9,1012.7,9.6,24.6
108,서울,2010-08-27,25.8,23.8,137,31.8,1305,4.5,92.5,6.4,140,1358,2.2,81.9,26.9,1003.9,1013.6,8,27.9
108,서울,2010-08-28,25.5,24.7,1915,27.2,1639,7.32,12.5,5.2,70,1150,2.5,83.3,27,1000.9,1010.6,9.5,25.4
108,서울,2010-08-29,23.7,21.7,1220,26,103,13.33,99,6,270,750,1.6,91.8,26.8,999.6,1009.3,9.8,25.6
108,서울,2010-08-30,25.8,23.1,602,29.9,1529,1,1.5,3.9,290,1251,1.9,73.3,24,999.9,1009.6,6.8,28.6
108,서울,2010-08-31,24.9,22.2,618,27.2,1504,5.17,2,2.8,110,2152,1.4,80.1,25.1,1002,1011.7,8.8,27.5
108,서울,2010-09-01,26,22.8,607,31.4,1354,10.67,14.5,4.8,50,2224,2.7,81.6,27.2,1003.2,1012.9,8.4,26.9
108,서울,2010-09-02,24,22.2,312,26.2,1626,10.33,37,14,200,744,4.9,83.8,24.9,999.7,1009.4,9.1,24.2
108,서울,2010-09-03,25.4,22.8,245,30,1635,4,3,5.3,230,1606,2.1,82.4,26.5,1004.3,1014.1,7.1,25.6
108,서울,2010-09-04,26.8,23.3,555,31.2,1624,,,4.4,250,1130,2,75.8,26.2,1003.9,1013.6,4.3,28.1
108,서울,2010-09-05,25.1,23.1,2242,30.7,1239,3.65,49.5,5.4,320,1356,2.1,83.3,26.4,1002.7,1012.4,7.9,26.7
108,서울,2010-09-06,25.5,22.6,508,30,1552,,,4.3,50,1016,2.1,77.3,24.9,999.1,1008.7,8,27.9
108,서울,2010-09-07,26.3,22.8,541,30.8,1339,,,7,50,1039,4.1,56.5,18.8,998.2,1007.8,3.6,30
108,서울,2010-09-08,22.7,21.6,713,24.3,1542,,,5.2,70,209,3.3,48.8,13.5,1004.6,1014.4,9.5,24.2
108,서울,2010-09-09,20.9,19,804,22.5,2356,15.33,90.5,4.4,50,2159,2.6,88,21.7,1003,1012.9,10,21.4
108,서울,2010-09-10,24,22.4,5,25.8,1329,21.25,74.5,7.7,200,106,4.5,92,27.4,998.8,1008.5,10,24
108,서울,2010-09-11,23.7,22.4,38,26.1,1436,15.27,68.5,4.1,200,1624,1.4,90.9,26.5,997.8,1007.5,10,24.6
108,서울,2010-09-12,22.8,21,837,26.1,1635,8.83,15.5,4.9,200,2207,1.7,85.4,23.5,997.9,1007.7,8.5,23.8
108,서울,2010-09-13,23.9,20.9,626,27.9,1431,,,4.6,290,1854,2,76.3,22.2,1001.4,1011.2,5.3,25.5
108,서울,2010-09-14,24,21.1,444,28.6,1556,,,3.8,50,821,1.5,71.1,20.6,1004.7,1014.5,4,24.6
108,서울,2010-09-15,24.7,19.2,652,30.5,1506,,,3.4,20,1201,1.8,56.8,16.8,1003.7,1013.5,0,28
108,서울,2010-09-16,24.5,19.2,640,30,1409,,,5.2,270,1523,2.1,61.8,18.2,1002.5,1012.2,.8,28.3
108,서울,2010-09-17,24.3,20.1,625,28.9,1435,,,4.9,290,1713,2.3,66.4,19.7,1002.6,1012.3,4.4,28.4
108,서울,2010-09-18,25.2,21.8,620,30.3,1430,,,5.8,270,1617,2.4,58.4,18.1,1002.2,1011.9,3.8,29.6
108,서울,2010-09-19,20.8,18.3,2125,23.8,11,10.83,17.5,4.7,200,1110,2.1,83.4,20.3,1001.7,1011.5,9.8,21.4
108,서울,2010-09-20,21.7,18.2,122,26,1411,10.83,25.5,4.6,200,1755,2.2,82.3,21,1001.9,1011.7,9.8,22.8
108,서울,2010-09-21,21.4,17.9,2400,24.9,1216,17.5,259.5,10.4,230,1313,2.5,93.1,23.8,1000.1,1009.9,10,22.6
108,서울,2010-09-22,16.7,14.4,2400,18.8,1334,1.42,.5,5.6,290,12,2.1,81.9,15.5,1003.1,1013.1,8.3,19
108,서울,2010-09-23,17,12.1,548,22.8,1519,,,4.9,270,1621,1.7,62.6,11.6,1006,1016.1,.6,21
108,서울,2010-09-24,17.6,11.9,505,23.2,1606,,,3.6,340,1816,1.7,61.5,12,1007.6,1017.7,2,19.8
108,서울,2010-09-25,18.6,13.6,638,24.1,1506,,,3,70,101,1.6,59.5,12.4,1008.1,1018.1,2.8,21.6
108,서울,2010-09-26,18.6,15.2,638,24.2,1558,,,3.2,50,709,1.8,60.4,12.5,1008.8,1018.8,4.3,21.4
108,서울,2010-09-27,19,14.9,420,23.9,1308,2.83,15.5,5.5,230,1256,2.7,73.9,15.9,1004.9,1014.9,6.5,19.6
108,서울,2010-09-28,15.6,12.4,2353,18.6,1532,.25,0,6.1,290,1128,3,49.8,8.7,1007.7,1017.9,1.5,18.3
108,서울,2010-09-29,13,9.8,634,16.8,1344,,,3.7,290,4,1.6,61.1,9,1010.6,1020.9,5.9,13.6
108,서울,2010-09-30,14.6,8.4,602,20.7,1504,,,4.3,270,1428,1.6,61.5,9.8,1010.4,1020.6,.9,17.2
108,서울,2010-10-01,16,10.8,645,21.4,1619,,,3.6,50,1500,1.8,66.1,11.6,1011.3,1021.5,4.1,16.6
108,서울,2010-10-02,16,13.7,412,18.6,1106,10.33,15,5.3,70,2259,2.9,79,14.3,1006.6,1016.7,8.3,15.5
108,서울,2010-10-03,17,14.4,2332,21.4,1510,5.92,7,8.1,230,1528,3.2,78.5,15,998.8,1008.8,8.9,18.5
108,서울,2010-10-04,14,12.4,2311,16.7,1323,4,3,5.7,230,1346,2.6,77.1,12.2,999.1,1009.3,9,15.5
108,서울,2010-10-05,15,11.2,623,19.7,1511,,,3.4,270,54,1.6,70.8,11.8,1004.4,1014.5,3,15.7
108,서울,2010-10-06,16.1,11.2,625,22.1,1607,,,3.1,230,1901,1.7,70.3,12.4,1009,1019.1,.5,17.2
108,서울,2010-10-07,17.3,11.9,616,23.8,1541,,,3.4,70,846,1.7,69,13.2,1010.3,1020.4,1.4,19.1
108,서울,2010-10-08,18.9,15.1,248,23.2,1457,,,3.7,50,1104,2.2,65.3,14,1007.1,1017.1,7,20.4
108,서울,2010-10-09,19.4,15.4,645,24.2,1410,,,4.4,230,1418,2.4,66.5,14.7,1001.8,1011.7,2.4,22.4
108,서울,2010-10-10,18.5,14.3,636,22.8,1437,,,5,270,1102,2.1,73.1,15.2,1004.4,1014.4,.8,20.7
108,서울,2010-10-11,18.3,15.6,459,21.2,1334,,,3.8,200,2013,1.8,80.4,16.7,1005.3,1015.2,8.9,18.6
108,서울,2010-10-12,16.6,13.8,2148,19.2,1322,.27,.1,5.3,230,1252,2.4,76.1,14.4,1005.9,1015.9,7.3,17.7
108,서울,2010-10-13,15.7,12.9,418,19.6,1506,,,4,270,1804,1.6,73.1,12.9,1004.5,1014.6,8,18.2
108,서울,2010-10-14,15.7,12.6,435,20.4,1452,.5,.5,5.3,360,2011,2.2,70,12,1003.6,1013.7,4.1,19.3
108,서울,2010-10-15,13.1,9.3,651,16.9,1502,,,5.9,250,1421,2.8,49.5,7.3,1006.1,1016.3,1.9,16.8
108,서울,2010-10-16,16,10.2,601,21.6,1337,,,7.4,230,1357,2.8,62,10.9,1008,1018.2,3,17.1
108,서울,2010-10-17,15.6,12.1,2358,19.9,1440,,,4.1,200,229,2,54,9.3,1012.9,1023.1,1.5,18.6
108,서울,2010-10-18,13.9,9,705,19.3,1455,,,3,270,1247,1.4,47.1,7.2,1015.1,1025.4,0,16.5
108,서울,2010-10-19,15.9,11,506,21.7,1445,,,4.2,290,1638,2,58.1,10.3,1013.6,1023.8,4.4,16
108,서울,2010-10-20,15.2,12.7,607,19.5,1300,,,4.4,270,1404,1.8,71.3,12.2,1011,1021.2,4.3,15.5
108,서울,2010-10-21,15.8,10.2,644,21.9,1441,,,4.2,70,2042,1.8,64.5,11.2,1009.9,1020,1.4,16.3
108,서울,2010-10-22,16.9,12.8,656,22.4,1432,,,4,70,347,2.2,59.3,11.1,1011.7,1021.9,.5,17.7
108,서울,2010-10-23,15.9,11.7,557,20.2,1403,,,3.2,50,1028,1.8,65,11.5,1009.9,1020,5,15.9
108,서울,2010-10-24,17.2,13.6,641,23.4,1513,,,3.7,290,1910,2,62.9,11.8,1003.5,1013.6,4.5,18.2
108,서울,2010-10-25,9.9,4.4,2359,15.1,0,,,7.2,290,1915,4.7,46.9,6.1,1006.2,1016.6,3.5,13.3
108,서울,2010-10-26,4,.9,712,8.2,1512,,,5.9,290,1224,3.4,26.3,2.1,1018.1,1028.8,.1,7.7
108,서울,2010-10-27,5.6,.7,714,10.1,1505,,,4.1,70,358,2.1,35.3,3.2,1018.7,1029.4,4.5,6.6
108,서울,2010-10-28,7.2,2.1,447,12.3,1553,,,5.4,270,1250,1.9,37.5,3.8,1014.8,1025.4,0,8
108,서울,2010-10-29,9.6,3.4,718,16.7,1413,,,5.2,320,1750,1.9,37.4,4.2,1016.2,1026.6,.6,9.6
108,서울,2010-10-30,11.7,6.4,727,17.8,1341,,,3.8,70,1237,1.7,43.6,5.9,1016.3,1026.6,2,12
108,서울,2010-10-31,12,7.1,731,17,1449,,,3.6,290,1616,2,52.6,7.2,1012.7,1023.1,4,12.3
108,서울,2010-11-01,11.4,6.8,653,16.7,1501,,,6.9,270,1413,3.1,52.3,7,1009,1019.3,.8,12.1
108,서울,2010-11-02,5,2.5,721,9.2,1502,,,6.3,290,4,3.8,33.8,2.9,1011.9,1022.5,.1,7.9
108,서울,2010-11-03,7.2,.8,729,12.6,1559,,,5.1,270,1408,2.1,52.8,5.5,1014.7,1025.3,2.9,7.3
108,서울,2010-11-04,10.6,5.7,638,16,1436,,,6,230,1449,2.4,66.6,8.3,1013.3,1023.7,1.8,10.6
108,서울,2010-11-05,11.2,7,701,15.1,1512,,,4.5,230,1528,2,80.1,10.6,1012.6,1023,2.3,10.1
108,서울,2010-11-06,12.7,11.1,131,14.8,1356,,,4.1,230,1737,2,83.1,12.1,1011.4,1021.7,10,12.4
108,서울,2010-11-07,12.3,10.8,638,14.3,1459,1.57,2,3.5,140,2257,1.8,74,10.4,1006.1,1016.4,10,12.7
108,서울,2010-11-08,7,1.8,2316,11.4,57,5.53,.5,9,270,2212,5.3,62.5,6.4,1002.5,1012.9,8.4,7.3
108,서울,2010-11-09,2.9,1.2,2310,6.5,1525,,,8.9,290,923,5.3,41.8,3.1,1007.3,1017.9,1.1,3.2
108,서울,2010-11-10,4.1,-.5,656,9.1,1522,,,4.8,270,1327,1.9,37.9,3.1,1010.8,1021.5,0,4.4
108,서울,2010-11-11,9.3,3.2,512,15.1,1722,3,1,10.5,230,1737,4.2,46.5,5.7,1004.1,1014.5,4.9,6.4
108,서울,2010-11-12,8.9,6.2,649,12.6,1322,.68,.4,6.9,270,14,3.4,58,6.4,1010.4,1020.8,3,8.8
108,서울,2010-11-13,11.1,5.8,305,17.4,1338,.22,0,6.1,230,1554,3.3,56.5,7.2,1014.8,1025.2,4.8,10
108,서울,2010-11-14,5.8,3,745,12.4,0,.08,0,6.2,290,425,3.5,39.9,3.6,1018.7,1029.3,5.1,7.3
108,서울,2010-11-15,1.4,-1.6,737,5.1,1550,,,5,290,1052,2.9,37,2.5,1019.7,1030.5,.4,3.1
108,서울,2010-11-16,3.7,-1.4,422,8.8,1328,,,5.6,230,1410,2.6,54.4,4.5,1014.9,1025.6,3.9,3.3
108,서울,2010-11-17,6.5,3,323,11.3,1530,.42,0,3.5,320,1441,2,62.4,5.9,1014.7,1025.3,4.1,6.1
108,서울,2010-11-18,6.5,1.9,655,12,1412,,,5,270,1226,1.8,56,5.3,1014.7,1025.3,0,5.2
108,서울,2010-11-19,5.9,2.4,632,10.9,1518,,,3.5,70,1223,1.9,60.1,5.5,1009.9,1020.5,3.4,5.2
108,서울,2010-11-20,7.9,4.1,250,13.4,1456,,,4.5,50,518,2.5,58.1,6.1,1007.8,1018.2,3.8,6.7
108,서울,2010-11-21,11,6.1,300,15.6,1443,,,5.8,200,2357,3,64.4,8.5,1003.3,1013.6,3.9,8.9
108,서울,2010-11-22,6.2,1.9,2356,13.1,16,1,5,6.1,200,239,3.8,51.6,5.2,1004.5,1015,2.1,6.4
108,서울,2010-11-23,5.9,-.6,613,12.8,1504,,,4.1,70,946,1.9,44.9,4.1,1010.8,1021.3,1.4,3.5
108,서울,2010-11-24,6.3,3.7,649,10.7,1346,,,5.6,270,1514,1.8,62.1,5.9,1010.9,1021.4,4.4,4
108,서울,2010-11-25,3.1,-1,2349,6.1,332,,,6.4,290,923,3.2,50.9,3.9,1010.6,1021.3,1.5,3.1
108,서울,2010-11-26,.4,-3,728,4.7,1603,,,5.3,270,1435,2.4,32.5,2,1011.3,1022.1,.5,.1
108,서울,2010-11-27,1.3,-2.7,2359,9.1,1413,3.08,1,9.7,270,1435,4.2,47.3,3.2,1006.6,1017.3,5.9,1.2
108,서울,2010-11-28,-1.3,-5.2,726,2,1434,4.25,1,6.7,270,27,3,44.6,2.6,1013.8,1024.7,3.5,-1
108,서울,2010-11-29,3.2,-.8,737,7.8,1548,,,3.9,50,1151,1.9,61.4,4.5,1012.3,1023,3,2.3
108,서울,2010-11-30,7.3,4.1,522,12.5,1421,.25,0,4.2,270,1458,1.7,75.1,7.7,1008.2,1018.7,4.8,5.1
108,서울,2010-12-01,7.2,5.3,41,10.4,1430,,,3.9,50,1302,2.2,81.4,8.2,1009.3,1019.8,4.6,6.1
108,서울,2010-12-02,9.5,5.5,326,13.5,1952,1.03,.3,8.9,270,2231,3,70,8.2,1003.6,1014,7.5,7.7
108,서울,2010-12-03,0,-2.7,2341,7.8,0,,,8,270,404,5.1,50.8,3.2,1007.7,1018.4,2.1,1.6
108,서울,2010-12-04,1.7,-3.6,614,5,2200,,,4,50,705,2.7,54.3,3.8,1010.5,1021.3,5.6,.5
108,서울,2010-12-05,8.2,4.9,0,10.7,1555,.17,0,3.5,50,224,1.8,68.3,7.5,1006.7,1017.1,8.4,6.8
108,서울,2010-12-06,3,-3.2,2349,10.2,0,,,8,290,1211,4,58.9,4.9,1007,1017.6,4.6,4.6
108,서울,2010-12-07,-.7,-4.8,742,4.6,1510,,,4.7,290,1059,2.4,37.4,2.1,1007.2,1018,3.1,-1
108,서울,2010-12-08,.4,-2.1,2351,2.2,1137,7.75,2.5,5.7,290,2009,2.4,73.5,4.6,1000.1,1010.8,8.8,.8
108,서울,2010-12-09,-1.8,-4.3,640,2.3,1549,,,5.7,290,1159,2.3,56.3,2.9,1007,1017.8,.3,0
108,서울,2010-12-10,2.9,-2.8,604,10.1,1952,1.75,1.5,7.5,230,1953,4.2,59.8,4.8,1000.1,1010.7,6.9,.4
108,서울,2010-12-11,-3.5,-6.2,2257,6.7,0,,,9.1,270,153,4.4,38.4,1.9,1010.3,1021.3,1.5,-1.4
108,서울,2010-12-12,-1.2,-6.6,135,3.7,1435,,,5.4,50,714,3.5,31.4,1.8,1014.2,1025.1,4.9,-2.3
108,서울,2010-12-13,3.7,1.7,0,6.1,1257,,,4.5,70,848,2.4,38.1,3,1007.2,1017.9,9.5,.7
108,서울,2010-12-14,-4,-10.1,2357,1.8,0,,,8.2,290,1451,4.7,43.3,2.1,1011.9,1022.8,2.3,-1.8
108,서울,2010-12-15,-10.5,-12.7,736,-7.3,1347,,,7.7,270,1316,3.9,37.8,1,1014.1,1025.3,0,-7.6
108,서울,2010-12-16,-7.7,-12.9,405,-4.1,1503,3.17,0,4.3,70,2225,2,46.1,1.6,1008.5,1019.7,3.1,-6.2
108,서울,2010-12-17,-2.1,-5.5,127,2.6,1313,10.67,1.4,6,270,1428,3,74.5,4,1003.9,1014.7,5.9,-2.1
108,서울,2010-12-18,.1,-4.6,723,5,1510,,,4.7,70,1807,2.7,51.4,3.2,1010.9,1021.7,.1,-2.7
108,서울,2010-12-19,4.9,.7,3,8.3,1837,.67,.4,4.2,270,2059,2.5,67.9,6,1007.2,1017.7,8.4,1.4
108,서울,2010-12-20,4.1,1.6,843,8.8,1441,,,4.1,290,144,1.8,71,5.7,1008.5,1019.2,3.1,1.8
108,서울,2010-12-21,4.9,.9,328,10.8,1448,,,4.1,50,1414,1.9,49.1,4.1,1003.3,1013.8,5.1,1.4
108,서울,2010-12-22,4,.3,725,8.3,1350,,,4.2,290,1512,1.7,61.6,4.9,1005.2,1015.8,2.1,1.1
108,서울,2010-12-23,-1.9,-9.5,2352,4.5,0,,,6.8,290,2030,4,52,3,1012.5,1023.4,4.3,-.4
108,서울,2010-12-24,-12.3,-15.1,819,-9,1539,,,6.4,270,46,4.4,36.1,.9,1016.6,1028.1,0,-8.2
108,서울,2010-12-25,-11.2,-14.3,605,-6.7,1515,,,7.4,270,1417,4.4,40.5,1.1,1010.2,1021.5,.3,-8.9
108,서울,2010-12-26,-9.3,-13.6,606,-5.1,1553,,,5.7,270,1353,2.8,47.9,1.5,1002.2,1013.3,1.8,-7.8
108,서울,2010-12-27,-4.9,-9.4,709,-2.1,2349,5.25,.2,4.1,50,1007,2.3,72.3,3.3,1001.7,1012.6,5.8,-5.7
108,서울,2010-12-28,-2.6,-6,2335,-.1,1407,5.33,6,6,270,2000,2.7,80.8,4.2,999.8,1010.6,6.5,-1.3
108,서울,2010-12-29,-5.7,-9.4,746,-2.1,1449,.67,.1,5.2,50,2355,2.2,55.4,2.2,1007.7,1018.7,2.9,-2.1
108,서울,2010-12-30,-6.1,-9,2331,-3.6,1440,7.17,3.7,6.3,290,1501,3.8,70.4,2.8,1000.4,1011.4,5.1,-1.6
108,서울,2010-12-31,-8.7,-10.7,727,-6.2,1305,,,6,270,1518,3.1,57.3,1.8,1004,1015.1,1.6,-3.1
108,서울,2011-01-01,-6.8,-10.4,154,-2.9,1457,,,4.7,290,1332,1.9,61,2.2,1011.9,1023,3.1,-3.5
108,서울,2011-01-02,-5.4,-8.5,621,-1.2,1455,,,4.2,270,1417,1.9,62.3,2.5,1016.5,1027.6,0,-3.4
108,서울,2011-01-03,-4.5,-8.5,631,-.3,1525,,,4.8,270,1641,2.1,66.4,2.9,1012.3,1023.3,3.6,-3.1
108,서울,2011-01-04,-3.9,-7.4,648,-1.7,1355,,,4.8,270,1251,2.2,66.4,3,1011.1,1022.1,5.8,-2.7
108,서울,2011-01-05,-4,-7.7,2353,-1.8,1208,,,8,250,1231,3.8,62.9,2.9,1010.5,1021.5,5.5,-1.7
108,서울,2011-01-06,-7.6,-9.8,753,-4.6,1607,,,5.1,270,1248,2.9,53.5,1.8,1015.4,1026.6,0,-4
108,서울,2011-01-07,-7,-10.6,753,-2.9,1502,,,4.5,290,1448,2.1,48.8,1.7,1017.7,1028.9,0,-5
108,서울,2011-01-08,-3.6,-8.2,243,.1,1713,3.58,.2,4.8,270,1927,2.5,67.9,3.3,1013.9,1024.9,7.5,-3.4
108,서울,2011-01-09,-7,-10.3,2247,-.3,0,.42,0,6.5,270,1352,4.1,52.6,1.9,1015,1026.2,1.9,-3.1
108,서울,2011-01-10,-8.2,-11.8,538,-4.6,1443,,,5.4,270,1429,2.4,44,1.4,1015.5,1026.7,3.1,-5.8
108,서울,2011-01-11,-5.4,-7.8,245,-2.7,1942,9.08,1.9,7.5,290,2255,2.5,70.3,3,1007,1018,8.1,-3.8
108,서울,2011-01-12,-8.2,-11.1,803,-4.9,1548,,,6.7,270,46,3.4,44.6,1.4,1012.2,1023.4,0,-3.3
108,서울,2011-01-13,-5.9,-11.1,605,-.6,1553,,,4.4,250,1412,1.8,47,1.8,1015.5,1026.6,1.6,-4.3
108,서울,2011-01-14,-3.8,-6.9,2359,.3,1402,5.67,1.1,6.1,290,1510,3.4,59.1,2.7,1015.1,1026.1,7.5,-2.3
108,서울,2011-01-15,-12.2,-15.7,2329,-6.9,0,,,8,270,1203,4.9,40,1,1015.9,1027.2,.9,-6
108,서울,2011-01-16,-14.5,-17.8,741,-10.7,1615,,,5.8,290,1330,3.4,45.4,.9,1016.9,1028.4,0,-9.1
108,서울,2011-01-17,-9.7,-14.1,402,-4.8,1556,,,5.2,290,1528,2.4,49.8,1.4,1019.7,1031,0,-8
108,서울,2011-01-18,-6.7,-10.8,632,-2.7,1455,,,5.3,290,1646,2.2,48.9,1.8,1018.1,1029.3,2.8,-6.5
108,서울,2011-01-19,-6.6,-10,736,-3.2,1531,1.33,0,5.2,250,1420,2.7,46.4,1.7,1016.9,1028.1,1.8,-6
108,서울,2011-01-20,-8.2,-10.5,745,-4.7,1450,,,4.7,290,45,2.7,43.6,1.4,1016,1027.2,.6,-6.7
108,서울,2011-01-21,-6.8,-9.7,615,-3.2,1429,,,5,270,1243,2.5,44.4,1.6,1015.2,1026.4,3,-6.3
108,서울,2011-01-22,-4.3,-7.1,57,-.8,1601,6.58,.4,5.1,250,1643,2.5,59.8,2.6,1016.1,1027.2,5,-4
108,서울,2011-01-23,-4.5,-7.1,2400,-2.1,1213,11.67,5.3,5.9,320,2156,2.6,72.5,3.2,1013.8,1024.8,8.5,-4
108,서울,2011-01-24,-8.8,-10.9,812,-5.8,1324,,,5.5,290,1018,3.1,60.8,1.9,1016.4,1027.6,1.6,-3.1
108,서울,2011-01-25,-8.4,-11.9,711,-4.4,1540,,,5.2,270,1335,2.6,60.1,1.9,1020.3,1031.6,.5,-4.1
108,서울,2011-01-26,-8.5,-10.7,2338,-5.2,1348,,,5.6,290,1037,3.2,51.5,1.7,1024.1,1035.4,.3,-4.3
108,서울,2011-01-27,-8.9,-11.5,405,-5.7,1502,,,4.9,290,1251,2.8,47.3,1.4,1026.8,1038.1,2.5,-5.2
